-- Insert DoctorSchedules Data
INSERT INTO DoctorSchedules (ScheduleID, Date, DoctorID, IsAvailable) VALUES ('415a74d5-c5da-4a1e-bf53-1504977541bd', '2025-09-13', 'b1f5a110-0001-4e23-bc11-aaa111111111', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('18abea1e-f9b3-4807-8e7a-4ef94704af69', '15:00:00', '15:30:00', 'eb29eb47-9953-4c92-9d9b-24a623cef041', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('3f386659-7709-423f-a211-5263cd393355', '15:30:00', '16:00:00', 'eb29eb47-9953-4c92-9d9b-24a623cef041', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('de76bfa8-ca96-4eff-b00e-7554591e10d7', '16:00:00', '16:30:00', 'eb29eb47-9953-4c92-9d9b-24a623cef041', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('ad7e8c2b-7d4c-44ba-adab-d447d7ae63fb', '16:30:00', '17:00:00', 'eb29eb47-9953-4c92-9d9b-24a623cef041', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('d28bb69d-0b22-42bc-adc1-3153a67a5e36', '09:00:00', '09:30:00', 'e91b5411-763a-4b58-9bfd-58e1ebea0533', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('2c14fef1-fee2-4397-a7b5-12eb89162d5c', '09:30:00', '10:00:00', 'e91b5411-763a-4b58-9bfd-58e1ebea0533', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('d77175bb-40d5-4d2b-bbe8-e6cbf51009b5', '10:00:00', '10:30:00', 'e91b5411-763a-4b58-9bfd-58e1ebea0533', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('d78579a0-93b2-4130-93ac-540d9dab1dc3', '10:30:00', '11:00:00', 'e91b5411-763a-4b58-9bfd-58e1ebea0533', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('7dca7d27-13de-4ed5-866a-df668789311d', '11:00:00', '11:30:00', 'e91b5411-763a-4b58-9bfd-58e1ebea0533', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('9d554a29-a414-4e90-8511-726728e6b4f3', '11:30:00', '12:00:00', 'e91b5411-763a-4b58-9bfd-58e1ebea0533', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('589e2af9-b9bd-4244-9378-885ef0e9d1c8', '12:00:00', '12:30:00', 'e91b5411-763a-4b58-9bfd-58e1ebea0533', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('8ac8d6f9-68cf-42a9-ad53-d36cd2cb638a', '12:30:00', '13:00:00', 'e91b5411-763a-4b58-9bfd-58e1ebea0533', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('5bdb23eb-06aa-49ef-b033-6b64f8c2fee5', '13:00:00', '13:30:00', 'e91b5411-763a-4b58-9bfd-58e1ebea0533', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('5debdcd9-700e-4567-be23-8aa0b1ca3bf1', '13:30:00', '14:00:00', 'e91b5411-763a-4b58-9bfd-58e1ebea0533', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('eae2c47f-8601-49fc-b00d-235a8579252a', '14:00:00', '14:30:00', 'e91b5411-763a-4b58-9bfd-58e1ebea0533', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('3d5fd04f-492b-40d2-acbd-7f32c1081434', '14:30:00', '15:00:00', 'e91b5411-763a-4b58-9bfd-58e1ebea0533', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('f4310f12-5195-40d1-8812-1a61e06bb3ed', '15:00:00', '15:30:00', 'e91b5411-763a-4b58-9bfd-58e1ebea0533', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('046d766e-da9a-4b9c-911a-39a73491414b', '15:30:00', '16:00:00', 'e91b5411-763a-4b58-9bfd-58e1ebea0533', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('ef255610-7032-4862-99b5-547eb097b0d7', '16:00:00', '16:30:00', 'e91b5411-763a-4b58-9bfd-58e1ebea0533', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('27e24f21-8742-4776-82bf-fd5e971bb70a', '16:30:00', '17:00:00', 'e91b5411-763a-4b58-9bfd-58e1ebea0533', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('41d67d5c-1a10-484d-affc-047be7f75731', '09:00:00', '09:30:00', '39bdccbb-6449-488d-acf9-7e86fc6f91c9', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('cddad318-7ae3-43d2-b761-631d9fd8b378', '09:30:00', '10:00:00', '39bdccbb-6449-488d-acf9-7e86fc6f91c9', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('2b5e17ca-af90-4b1d-a579-a3b9a7c04a47', '10:00:00', '10:30:00', '39bdccbb-6449-488d-acf9-7e86fc6f91c9', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('5e6219a8-3f77-4bd4-80aa-70433cdaf512', '10:30:00', '11:00:00', '39bdccbb-6449-488d-acf9-7e86fc6f91c9', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('0c97461d-e813-45c3-b326-50cc8239da29', '11:00:00', '11:30:00', '39bdccbb-6449-488d-acf9-7e86fc6f91c9', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('85908232-0ea2-474e-aeba-1631b723d5a0', '11:30:00', '12:00:00', '39bdccbb-6449-488d-acf9-7e86fc6f91c9', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('183bb678-7e3a-41e0-bcd0-48c4d4003cdc', '12:00:00', '12:30:00', '39bdccbb-6449-488d-acf9-7e86fc6f91c9', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('ff04d46e-6dd1-4e3b-852b-070ea021659f', '12:30:00', '13:00:00', '39bdccbb-6449-488d-acf9-7e86fc6f91c9', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('e2c2ffee-1945-43dc-ac5b-72e692de700e', '13:00:00', '13:30:00', '39bdccbb-6449-488d-acf9-7e86fc6f91c9', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('ce0dd387-2460-4880-83e6-54988b054d7a', '13:30:00', '14:00:00', '39bdccbb-6449-488d-acf9-7e86fc6f91c9', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('60a81bd9-47b2-41f2-9ae1-3fa2e30aafa8', '14:00:00', '14:30:00', '39bdccbb-6449-488d-acf9-7e86fc6f91c9', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('f1e92e2b-da22-48e0-90a8-dc20032f92ca', '14:30:00', '15:00:00', '39bdccbb-6449-488d-acf9-7e86fc6f91c9', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('89ea2366-338d-44e1-8ba4-e6e5c63641b9', '15:00:00', '15:30:00', '39bdccbb-6449-488d-acf9-7e86fc6f91c9', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('c54f5f52-04e4-4137-97e3-617d0ebf6dfe', '15:30:00', '16:00:00', '39bdccbb-6449-488d-acf9-7e86fc6f91c9', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('87c228ff-ac24-4fdc-bdb0-a0ace049c5d5', '16:00:00', '16:30:00', '39bdccbb-6449-488d-acf9-7e86fc6f91c9', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('1299aba7-69a3-4b0d-8a95-2b596c941ae2', '16:30:00', '17:00:00', '39bdccbb-6449-488d-acf9-7e86fc6f91c9', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('6391363d-7b04-4ee8-8371-8e37326b7307', '09:00:00', '09:30:00', '55895478-54e6-4834-a4f2-6f38c494a7fd', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('6ef64f5c-728f-4ad4-b9f7-ed3b48e219d3', '09:30:00', '10:00:00', '55895478-54e6-4834-a4f2-6f38c494a7fd', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('986e796d-2c4d-4a52-990e-46d967defc44', '10:00:00', '10:30:00', '55895478-54e6-4834-a4f2-6f38c494a7fd', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('593e7460-6502-4071-8df6-c3ff3c18c740', '10:30:00', '11:00:00', '55895478-54e6-4834-a4f2-6f38c494a7fd', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('c9588275-14b7-4614-9671-37cd6c745326', '11:00:00', '11:30:00', '55895478-54e6-4834-a4f2-6f38c494a7fd', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('387a6b16-e398-4f19-b0c9-83b726063dbb', '11:30:00', '12:00:00', '55895478-54e6-4834-a4f2-6f38c494a7fd', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('6ce37982-5bff-4827-9a01-40d49f0e10cf', '12:00:00', '12:30:00', '55895478-54e6-4834-a4f2-6f38c494a7fd', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('9769fcda-bdad-4fc5-a561-11536ac99042', '12:30:00', '13:00:00', '55895478-54e6-4834-a4f2-6f38c494a7fd', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('76140826-ac99-4df9-a5ec-157471441382', '13:00:00', '13:30:00', '55895478-54e6-4834-a4f2-6f38c494a7fd', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('c9b82366-9e89-4c4f-9af0-2079c6bf312c', '13:30:00', '14:00:00', '55895478-54e6-4834-a4f2-6f38c494a7fd', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('3d7ee709-8947-4b21-a278-da2ea1ec8eee', '14:00:00', '14:30:00', '55895478-54e6-4834-a4f2-6f38c494a7fd', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('91f733e4-cefa-420c-998a-4ab91c21cb35', '14:30:00', '15:00:00', '55895478-54e6-4834-a4f2-6f38c494a7fd', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('077ec5ba-0429-4209-b552-193511f00939', '15:00:00', '15:30:00', '55895478-54e6-4834-a4f2-6f38c494a7fd', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('2ad02315-e5b3-458c-b5b8-81ea4616b45f', '15:30:00', '16:00:00', '55895478-54e6-4834-a4f2-6f38c494a7fd', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('38343275-bf4a-4918-8a0e-9a43cbb7f8e7', '16:00:00', '16:30:00', '55895478-54e6-4834-a4f2-6f38c494a7fd', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('465b3471-6a38-47e7-8784-d668164bcfee', '16:30:00', '17:00:00', '55895478-54e6-4834-a4f2-6f38c494a7fd', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('f11e1412-cb9d-476f-a894-f7ebf3251b9d', '09:00:00', '09:30:00', '85f4ca43-49c9-412f-80bf-94222408cacb', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('15b089a9-7188-4236-ac11-8414fa81c324', '09:30:00', '10:00:00', '85f4ca43-49c9-412f-80bf-94222408cacb', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('877b8002-b117-4f80-abbb-c3d46137ec42', '10:00:00', '10:30:00', '85f4ca43-49c9-412f-80bf-94222408cacb', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('fa23d961-a291-4434-b58e-c552246a409c', '10:30:00', '11:00:00', '85f4ca43-49c9-412f-80bf-94222408cacb', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('0fd0714c-478a-4bde-a39e-372669dd6bce', '11:00:00', '11:30:00', '85f4ca43-49c9-412f-80bf-94222408cacb', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('c94fc7ff-1f26-4db2-9bb1-db605063963b', '11:30:00', '12:00:00', '85f4ca43-49c9-412f-80bf-94222408cacb', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('f049e1cc-d560-44a4-a8cd-2b14001a3b10', '12:00:00', '12:30:00', '85f4ca43-49c9-412f-80bf-94222408cacb', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('74737d5e-555a-4b51-ae38-441bff833580', '12:30:00', '13:00:00', '85f4ca43-49c9-412f-80bf-94222408cacb', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('4dc02069-bbca-4a3c-93ab-96827df9dd4a', '13:00:00', '13:30:00', '85f4ca43-49c9-412f-80bf-94222408cacb', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('b44de059-c5c6-4714-97fb-e01cd343de15', '13:30:00', '14:00:00', '85f4ca43-49c9-412f-80bf-94222408cacb', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('bc2de918-79f8-46ce-909e-854b4f8dc56c', '14:00:00', '14:30:00', '85f4ca43-49c9-412f-80bf-94222408cacb', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('6404a3c5-82e5-468c-8b41-6f69b9aaee9d', '14:30:00', '15:00:00', '85f4ca43-49c9-412f-80bf-94222408cacb', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('665b93f6-d18e-4c58-a20c-e715079e4a8c', '15:00:00', '15:30:00', '85f4ca43-49c9-412f-80bf-94222408cacb', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('8dc2e3cf-13e6-4249-83c1-4702fb8f94fa', '15:30:00', '16:00:00', '85f4ca43-49c9-412f-80bf-94222408cacb', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('f991b43a-c4bd-4cb4-8205-e2b8cdec510d', '16:00:00', '16:30:00', '85f4ca43-49c9-412f-80bf-94222408cacb', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('d5eb1676-7cf3-44db-a43e-c850ca925f4b', '16:30:00', '17:00:00', '85f4ca43-49c9-412f-80bf-94222408cacb', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('c671fac7-eac3-4e4b-8964-75126c0e26f5', '09:00:00', '09:30:00', '70f46a83-6e26-46a9-bd4c-48a123de3c64', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('3c8c2f01-5a64-4ea6-bf23-a2b1ed470532', '09:30:00', '10:00:00', '70f46a83-6e26-46a9-bd4c-48a123de3c64', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('df6eb7c6-e2e5-47d4-918a-81ef828aa1b8', '10:00:00', '10:30:00', '70f46a83-6e26-46a9-bd4c-48a123de3c64', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('c9646de4-38cd-47b0-b926-1712d3c950f8', '10:30:00', '11:00:00', '70f46a83-6e26-46a9-bd4c-48a123de3c64', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('8a8fddd0-9f02-47e3-bbf5-ba1d4c6f41dd', '11:00:00', '11:30:00', '70f46a83-6e26-46a9-bd4c-48a123de3c64', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('43876164-8090-4bed-9cec-ee898b5ea01d', '11:30:00', '12:00:00', '70f46a83-6e26-46a9-bd4c-48a123de3c64', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('9bc9499a-09fa-4551-9786-02c38bffb601', '12:00:00', '12:30:00', '70f46a83-6e26-46a9-bd4c-48a123de3c64', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('67ada524-8460-4b28-9dc7-7d29c6ee4c78', '12:30:00', '13:00:00', '70f46a83-6e26-46a9-bd4c-48a123de3c64', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('d0b6feb9-4d98-438d-8bcc-bba52757ea36', '13:00:00', '13:30:00', '70f46a83-6e26-46a9-bd4c-48a123de3c64', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('36ab5a0a-ad84-4c52-969a-ff3e4999b4ee', '13:30:00', '14:00:00', '70f46a83-6e26-46a9-bd4c-48a123de3c64', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('646693c9-da92-4384-981c-bd383312fd06', '14:00:00', '14:30:00', '70f46a83-6e26-46a9-bd4c-48a123de3c64', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('671a8498-f10d-447e-a85e-fccd31afad47', '14:30:00', '15:00:00', '70f46a83-6e26-46a9-bd4c-48a123de3c64', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('f56c014f-1fb7-44a8-a492-ef3680a49287', '15:00:00', '15:30:00', '70f46a83-6e26-46a9-bd4c-48a123de3c64', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('b38974ce-7ec2-4b2e-b066-dd6a578198bd', '15:30:00', '16:00:00', '70f46a83-6e26-46a9-bd4c-48a123de3c64', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('f874c558-8263-4535-8871-cb7d654999f5', '16:00:00', '16:30:00', '70f46a83-6e26-46a9-bd4c-48a123de3c64', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('a95fe5e8-94b3-40b0-a1c6-3b08af9c2148', '16:30:00', '17:00:00', '70f46a83-6e26-46a9-bd4c-48a123de3c64', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('b76c461f-2946-43c5-aa7a-ca4289f3815f', '09:00:00', '09:30:00', '154b8cd2-08e3-41a6-ae32-627ebf1c1aa8', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('1c1def38-f20d-4a9a-ae96-8eee0cc30051', '09:30:00', '10:00:00', '154b8cd2-08e3-41a6-ae32-627ebf1c1aa8', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('918ebf4f-dbef-4c91-ac77-b56e0a3f5435', '10:00:00', '10:30:00', '154b8cd2-08e3-41a6-ae32-627ebf1c1aa8', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('312d50c3-922a-4438-a058-6ba84ea480e1', '10:30:00', '11:00:00', '154b8cd2-08e3-41a6-ae32-627ebf1c1aa8', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('202443c2-1414-4472-b64e-2c8993b4cefe', '11:00:00', '11:30:00', '154b8cd2-08e3-41a6-ae32-627ebf1c1aa8', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('91ac5dbe-cd3d-4e6b-8255-721df4906561', '11:30:00', '12:00:00', '154b8cd2-08e3-41a6-ae32-627ebf1c1aa8', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('0cbee494-579d-44e5-afec-0be4d13b4d0f', '12:00:00', '12:30:00', '154b8cd2-08e3-41a6-ae32-627ebf1c1aa8', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('96ef0a22-8d71-4def-a9af-5098938e4350', '12:30:00', '13:00:00', '154b8cd2-08e3-41a6-ae32-627ebf1c1aa8', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('92daf7ab-d1cd-46ff-a741-226c096547cf', '13:00:00', '13:30:00', '154b8cd2-08e3-41a6-ae32-627ebf1c1aa8', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('d467a3ec-dff7-4eb7-8857-5191d36a313d', '13:30:00', '14:00:00', '154b8cd2-08e3-41a6-ae32-627ebf1c1aa8', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('54d76876-424b-4148-af95-1c35b3ca0c3d', '14:00:00', '14:30:00', '154b8cd2-08e3-41a6-ae32-627ebf1c1aa8', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('e4b0996f-3d2d-426b-8171-02117eaab4f1', '14:30:00', '15:00:00', '154b8cd2-08e3-41a6-ae32-627ebf1c1aa8', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('95a2b5ea-7680-4eff-9ec6-fe3f90cc6a36', '15:00:00', '15:30:00', '154b8cd2-08e3-41a6-ae32-627ebf1c1aa8', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('07f908a5-09d9-4439-9b11-1b5115133c4c', '15:30:00', '16:00:00', '154b8cd2-08e3-41a6-ae32-627ebf1c1aa8', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('fbcae3ec-4400-4f6f-8038-fb216039054b', '16:00:00', '16:30:00', '154b8cd2-08e3-41a6-ae32-627ebf1c1aa8', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('5d96eb32-e23f-40b9-bcd4-c606352ac7e3', '16:30:00', '17:00:00', '154b8cd2-08e3-41a6-ae32-627ebf1c1aa8', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('fa679d30-5683-4cc3-9961-0242ea81f130', '09:00:00', '09:30:00', '11e6017a-5b56-43de-aabf-153e5e9d57bd', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('7161fc94-83eb-4823-af31-b1c1c36c2f1a', '09:30:00', '10:00:00', '11e6017a-5b56-43de-aabf-153e5e9d57bd', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('ead46b85-ca79-4273-a4e8-62d08ea4ba7a', '10:00:00', '10:30:00', '11e6017a-5b56-43de-aabf-153e5e9d57bd', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('eed0f3a1-29ed-4c6f-8527-941fdf4aae6f', '10:30:00', '11:00:00', '11e6017a-5b56-43de-aabf-153e5e9d57bd', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('902e971e-67a4-4472-9b4e-376e47a6484d', '11:00:00', '11:30:00', '11e6017a-5b56-43de-aabf-153e5e9d57bd', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('480c51a3-80dc-4749-847b-944da93bc2b5', '11:30:00', '12:00:00', '11e6017a-5b56-43de-aabf-153e5e9d57bd', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('d50af0d2-7afa-4067-9ce5-1953393c443c', '12:00:00', '12:30:00', '11e6017a-5b56-43de-aabf-153e5e9d57bd', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('248c15cb-7041-4520-a33a-63554a51dcc6', '12:30:00', '13:00:00', '11e6017a-5b56-43de-aabf-153e5e9d57bd', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('bf2e8251-9191-44e1-8610-8ebc175422dd', '13:00:00', '13:30:00', '11e6017a-5b56-43de-aabf-153e5e9d57bd', TRUE);
INSERT INTO DoctorTimeSlots (SlotID, StartTime, EndTime, ScheduleID, IsFree) VALUES ('b11003af-6968-4d51-917e-65ad2582219d', '13:30:00', '14:00:00', '11e6017a-5b56-43de-aabf-153e5e9d57bd', TRUE);
